group,n_events,avg_cycle_ms,median_cycle_ms,p95_cycle_ms,p99_cycle_ms,avg_nr_ms,deadline_misses
all_events,20586,0.9841827671255301,0.0030840001272736117,4.943938000110393,5.1687517998743715,0.9807703423201701,3
critical_events,3910,5.167960005369923,4.8541250000653235,5.177202450272488,5.729354999675704,5.163718226854993,3
noncritical_events,16676,0.00321796732128584,0.0029169996196287684,0.005207999947742792,0.006292000307439594,0.0,0
