severity,n_critical,n_violations_critical,sample_size,sample_violations_found,estimated_fn_rate,estimated_fn_rate_ci95_low,estimated_fn_rate_ci95_high,estimated_total_violations,baseline_recall_pct,regression_r2_test,regression_n_caught,regression_catch_rate_pct,regression_catch_rate_ci95_low,regression_catch_rate_ci95_high
1.5,4055,14,16531,73,0.00441594579880225,0.00351389951851174,0.005548265316504538,87.0,16.091954022988507,0.9976717253149279,19,26.027397260273972,17.342183463638293,37.10948815067757
