group,n_events,avg_cycle_ms,median_cycle_ms,p95_cycle_ms,p99_cycle_ms,avg_nr_ms,deadline_misses
all_events,20586,0.9167423262002418,0.0029579969123005867,4.662281513446942,4.763083082798404,0.9135685189661313,1
critical_events,4055,4.641820781764605,4.609791998518631,4.764429305214435,4.969870482455008,4.637909132290204,1
noncritical_events,16531,0.002992816956185458,0.002749991836026311,0.00454098335467279,0.00504200579598546,0.0,0
