severity,n_critical,n_violations_critical,sample_size,sample_violations_found,estimated_fn_rate,estimated_fn_rate_ci95_low,estimated_fn_rate_ci95_high,estimated_total_violations,baseline_recall_pct,regression_r2_test,regression_n_caught,regression_catch_rate_pct,regression_catch_rate_ci95_low,regression_catch_rate_ci95_high
1.75,3910,135,16676,641,0.038438474454305586,0.03562525224884677,0.04146429695311585,776.0,17.396907216494846,0.9969900814899907,480,74.88299531981279,71.38416208701746,78.08536187681034
