event_idx,load_mw,critical_event,selector_time_ms,surrogate_time_ms,baseline_ctrl_ms,droop_ctrl_ms,proposed_ctrl_ms,nr_time_ms,cycle_time_ms,deadline_miss,surrogate_vm_pu,raw_vm_ref_pu,converged,base_vm_ref_pu,droop_vm_ref_pu,prop_vm_ref_pu,p_base_mw,p_droop_mw,p_prop_mw
93,0.004,False,8.300412446260452e-05,0.0017499842215329409,8.297502063214779e-05,8.297502063214779e-05,8.297502063214779e-05,0.0,0.0023339816834777594,False,0.9999832,,True,,,,0.004,0.004,0.004
94,0.002,False,8.399365469813347e-05,0.0017499842215329409,8.300412446260452e-05,8.300412446260452e-05,4.1996827349066734e-05,0.0,0.0022919848561286926,False,0.9999916,,True,,,,0.002,0.002,0.002
95,0.001,False,8.300412446260452e-05,0.0017499842215329409,8.300412446260452e-05,8.399365469813347e-05,8.399365469813347e-05,0.0,0.0023329921532422304,False,0.9999958,,True,,,,0.001,0.001,0.001
96,0.002,False,8.40227585285902e-05,0.0017919810488820076,0.00012500095181167126,8.300412446260452e-05,8.399365469813347e-05,0.0,0.002415996277704835,False,0.9999916,,True,,,,0.002,0.002,0.002
97,0.002,False,0.00012500095181167126,0.001834006980061531,8.399365469813347e-05,8.399365469813347e-05,4.1996827349066734e-05,0.0,0.002334010787308216,False,0.9999916,,True,,,,0.002,0.002,0.002
98,0.002,False,0.00012500095181167126,0.0018749851733446121,8.300412446260452e-05,8.300412446260452e-05,4.1996827349066734e-05,0.0,0.002415996277704835,False,0.9999916,,True,,,,0.002,0.002,0.002
99,0.001,False,0.00012500095181167126,0.0018339778762310743,8.399365469813347e-05,8.399365469813347e-05,8.399365469813347e-05,0.0,0.0024579931050539017,False,0.9999958,,True,,,,0.001,0.001,0.001
100,0.07833,False,0.00012500095181167126,0.0018330174498260021,8.300412446260452e-05,4.1996827349066734e-05,4.1996827349066734e-05,0.0,0.002375018084421754,False,0.999671014,,True,,,,0.07833,0.07833,0.07833
101,0.001,False,0.00012500095181167126,0.0018330174498260021,8.297502063214779e-05,8.297502063214779e-05,4.202593117952347e-05,0.0,0.002334010787308216,False,0.9999958,,True,,,,0.001,0.001,0.001
102,0.003,False,0.00012500095181167126,0.0019999861251562834,8.300412446260452e-05,8.300412446260452e-05,4.100729711353779e-05,0.0,0.002582994056865573,False,0.9999874,,True,,,,0.003,0.003,0.003
103,0.002,False,0.00012497184798121452,0.0017919810488820076,8.399365469813347e-05,0.00012500095181167126,8.300412446260452e-05,0.0,0.0023339816834777594,False,0.9999916,,True,,,,0.002,0.002,0.002
104,0.2,False,0.00012500095181167126,0.0017499842215329409,8.399365469813347e-05,8.399365469813347e-05,8.300412446260452e-05,0.0,0.0022919848561286926,False,0.99916,,True,,,,0.2,0.2,0.2
105,0.2,False,0.00012500095181167126,0.0017920101527124643,8.300412446260452e-05,4.1996827349066734e-05,4.1996827349066734e-05,0.0,0.0022920139599591494,False,0.99916,,True,,,,0.2,0.2,0.2
106,0.3,False,8.399365469813347e-05,0.0017500133253633976,8.399365469813347e-05,4.1996827349066734e-05,8.300412446260452e-05,0.0,0.0022500171326100826,False,0.99874,,True,,,,0.3,0.3,0.3
107,0.002,True,8.40227585285902e-05,0.0017500133253633976,4.1996827349066734e-05,8.399365469813347e-05,0.00037500285543501377,4.820457979803905,4.82308299979195,False,0.9999916,0.9326529588530987,True,0.9326529588530987,0.9326529588530987,0.9326529588530987,0.002,0.002,0.002
108,0.3,True,0.00029199873097240925,0.003583991201594472,0.000166997779160738,0.00020800507627427578,0.00033300602808594704,4.98029199661687,4.98533301288262,False,0.99874,0.9544348450674972,True,0.9544348450674972,0.9544348450674972,0.9544348450674972,0.3,0.3,0.3
109,0.002,True,0.00037500285543501377,0.0041669991333037615,0.0002910092007368803,0.0002500019036233425,0.0004169996827840805,4.656458011595532,4.662374994950369,False,0.9999916,0.9378302774625974,True,0.9378302774625974,0.9378302774625974,0.9378302774625974,0.002,0.002,0.002
110,0.08,False,0.000333995558321476,0.0038330035749822855,0.00020800507627427578,0.00020800507627427578,0.00012500095181167126,0.0,0.005083013093098998,False,0.999664,,True,,,,0.08,0.08,0.08
111,0.059,False,0.00020800507627427578,0.0026249908842146397,0.00016600824892520905,8.300412446260452e-05,8.300412446260452e-05,0.0,0.0034999975468963385,False,0.9997522,,True,,,,0.059,0.059,0.059
112,0.059,False,0.000166997779160738,0.0023329921532422304,0.00012500095181167126,0.00012500095181167126,8.300412446260452e-05,0.0,0.0031669915188103914,False,0.9997522,,True,,,,0.059,0.059,0.059
113,0.1,False,0.000166997779160738,0.002208980731666088,8.399365469813347e-05,8.399365469813347e-05,0.00012500095181167126,0.0,0.0029999937396496534,False,0.99958,,True,,,,0.1,0.1,0.1
114,0.018,False,0.0001659791450947523,0.0019999861251562834,0.00012500095181167126,8.399365469813347e-05,4.1996827349066734e-05,0.0,0.002707995008677244,False,0.9999244,,True,,,,0.018,0.018,0.018
115,0.018,False,0.00012500095181167126,0.00200001522898674,0.00020899460650980473,8.399365469813347e-05,4.1996827349066734e-05,0.0,0.002708024112507701,False,0.9999244,,True,,,,0.018,0.018,0.018
116,0.022,False,0.00012500095181167126,0.0022920139599591494,0.00012500095181167126,0.00016600824892520905,4.1996827349066734e-05,0.0,0.009041017619892955,False,0.9999076,,True,,,,0.022,0.022,0.022
117,0.006,False,8.399365469813347e-05,0.0019999861251562834,8.300412446260452e-05,0.00012500095181167126,8.399365469813347e-05,0.0,0.002707995008677244,False,0.9999748,,True,,,,0.006,0.006,0.006
118,0.063,False,0.00012500095181167126,0.00200001522898674,0.00012500095181167126,8.300412446260452e-05,4.202593117952347e-05,0.0,0.0026669877115637064,False,0.9997354,,True,,,,0.063,0.063,0.063
119,0.28254,True,8.399365469813347e-05,0.0019999861251562834,8.399365469813347e-05,8.399365469813347e-05,0.00029199873097240925,4.922084015561268,4.924999986542389,False,0.998813332,0.9026339506130913,True,0.9026339506130913,0.9026339506130913,0.9026339506130913,0.28254,0.28254,0.28254
120,0.28254,False,0.00045797787606716156,0.004375004209578037,0.00029199873097240925,0.00020899460650980473,0.00012500095181167126,0.0,0.005875015631318092,False,0.998813332,,True,,,,0.28254,0.28254,0.28254
121,0.1,False,0.0002499727997928858,0.002707995008677244,8.300412446260452e-05,0.00012500095181167126,0.00012500095181167126,0.0,0.0036660057958215475,False,0.99958,,True,,,,0.1,0.1,0.1
