group,n_events,avg_cycle_ms,median_cycle_ms,p95_cycle_ms,p99_cycle_ms,avg_nr_ms,deadline_misses
all_events,20586,0.9149252170658785,0.002916989615187049,4.651874485716689,4.7473794445977555,0.9117969658330756,1
critical_events,4055,4.632765850518473,4.602083005011082,4.748733312590048,4.961203280836344,4.6289154965819215,1
noncritical_events,16531,0.002951121811491509,0.00270901364274323,0.0045000051613897085,0.00491601531393826,0.0,0
