group,n_events,avg_cycle_ms,median_cycle_ms,p95_cycle_ms,p99_cycle_ms,avg_nr_ms,deadline_misses
all_events,20586,0.9209328227746393,0.002916989615187049,4.688322740548756,4.813287509023212,0.9177757081339581,1
critical_events,4055,4.663212156527861,4.627458984032273,4.8142751067643985,5.075335337314755,4.659267750344183,1
noncritical_events,16531,0.002963994611230433,0.002708024112507701,0.004542001988738775,0.005209003575146198,0.0,0
