group,n_events,avg_cycle_ms,median_cycle_ms,p95_cycle_ms,p99_cycle_ms,avg_nr_ms,deadline_misses
all_events,20586,0.919243566337687,0.002874992787837982,4.67396874591941,4.8181518402998345,0.9161167728482583,1
critical_events,4055,4.654752011099398,4.61054197512567,4.819691303418949,5.11872750648763,4.650845841147779,1
noncritical_events,16531,0.00293561500330064,0.002707995008677244,0.0045000051613897085,0.0053330062655732036,0.0,0
