group,n_events,avg_cycle_ms,median_cycle_ms,p95_cycle_ms,p99_cycle_ms,avg_nr_ms,deadline_misses
all_events,20586,0.9273561281441949,0.00291600008495152,4.723572754301131,4.850068718951662,0.9241775538946453,1
critical_events,4055,4.695761546731723,4.664959007641301,4.851820704061538,5.079781350796111,4.691767971510522,1
noncritical_events,16531,0.002978657188267958,0.002707995008677244,0.004665984306484461,0.005416019121184945,0.0,0
